hsa-miR-21	hsa-miR-27a	hsa-miR-23a	hsa-miR-106b	hsa-miR-25	hsa-miR-93	hsa-miR-15a	hsa-miR-155	hsa-miR-92b	hsa-miR-17-3p	hsa-miR-141	hsa-let-7i	type	patientID
9.68737316131592	7.63236951828003	8.30107307434082	8.92676830291748	7.88997507095337	7.18828964233398	8.09984874725342	6.45731687545776	6.93286085128784	6.93700504302979	6.00805377960205	9.63479995727539	NORMAL	TCGA-06-0675-11A-01T-0345-07
8.92120838165283	7.36395406723022	8.17331981658936	8.80467319488525	7.76432657241821	7.23413610458374	8.15637111663818	6.38911771774292	6.71438646316528	7.08180332183838	5.96861743927002	9.58317375183105	NORMAL	TCGA-06-0673-11A-01T-0345-07
15.15036392211914	10.20921897888184	10.54196643829346	10.16743373870850	9.71423435211182	8.19544410705566	9.58509826660156	9.01256370544434	8.56657505035400	7.19186019897461	6.34456157684326	10.27033424377441	GBM	TCGA-28-1745-01B-01T-0599-07
13.83484458923340	9.31426525115967	8.97591876983643	12.41977214813232	11.78790092468262	10.41794872283936	9.62184715270996	7.58056783676147	7.75162601470947	8.51878070831299	6.39985370635986	9.68505573272705	GBM	TCGA-32-4210-01A-01T-1232-07
14.79326725006104	9.89575672149658	10.15675258636475	10.20881652832031	8.90205287933350	7.89202833175659	9.26970767974854	9.18519783020020	8.70399188995361	7.75980567932129	6.22644567489624	10.56485176086426	GBM	TCGA-06-2566-01A-01T-0792-07
15.46234130859375	10.35931873321533	10.89053821563721	10.81447982788086	10.29314613342285	8.76694774627686	9.53903770446777	8.54610157012939	7.67092990875244	7.53964233398438	6.60492992401123	10.56807994842529	GBM	TCGA-02-0059-01A-01T-0301-07
14.26800155639648	10.19132232666016	10.06146717071533	11.34903717041016	10.10177993774414	9.35733890533447	9.46380615234375	8.15501594543457	8.23486137390137	7.86722707748413	6.10065078735352	11.65409851074219	GBM	TCGA-02-0430-01A-01T-0283-07
13.40107631683350	9.15264034271240	9.60369300842285	11.19487953186035	10.31968879699707	9.33714962005615	9.15093135833740	7.95750808715820	7.51135873794556	8.56930637359619	6.13703870773315	11.61983299255371	GBM	TCGA-02-0114-01A-01T-0195-07
12.90681552886963	10.26186180114746	10.18460845947266	11.69526481628418	10.57567977905273	9.46718311309814	9.67248344421387	7.72845411300659	7.99752426147461	7.80446100234985	6.32289648056030	10.30157470703125	GBM	TCGA-12-3646-01A-01T-0919-07
14.17709922790527	10.13384246826172	10.27403259277344	10.46055793762207	9.36125278472900	8.72120857238770	9.71268177032471	7.96749782562256	9.84971809387207	8.24717521667480	6.47491502761841	10.02531337738037	GBM	TCGA-02-0087-01A-01T-0283-07
